Species,Quarter,NewControl,Latitude,Longitude,Northing,Easting
prickly pear,2020 - Quarter 2,Bio,-24.20435,30.87562,7321508.304411851,284236.546000542
prickly pear,2020 - Quarter 2,Bio,-24.20435,30.87562,7321508.304411851,284236.546000542
prickly pear,2020 - Quarter 3,Bio,-24.19617,30.89241,7322440.21776336,285928.676030576
prickly pear,2020 - Quarter 3,Bio,-24.19617,30.89241,7322440.21776336,285928.676030576
prickly pear,2020 - Quarter 3,Bio,-24.20478,30.83478,7321396.96249436,280088.046813796
prickly pear,2020 - Quarter 3,Untreated,-24.20478,30.83478,7321396.96249436,280088.046813796
prickly pear,2020 - Quarter 3,Bio,-24.17476,30.85721,7324757.37370086,282315.895592487
prickly pear,2020 - Quarter 3,Bio,-24.17476,30.85721,7324757.37370086,282315.895592487
prickly pear,2020 - Quarter 3,Chemical,-24.20979,30.89058,7320928.765162261,285765.525195748
prickly pear,2020 - Quarter 3,Chemical,-24.20979,30.89058,7320928.765162261,285765.525195748
prickly pear,2020 - Quarter 3,Untreated,-24.21756989,30.81855733,7319954.573326249,278461.9824953
prickly pear,2020 - Quarter 3,Untreated,-24.21774574,30.81850557,7319935.01213636,278457.028650081
prickly pear,2020 - Quarter 3,Untreated,-24.2176704,30.81812314,7319942.75047438,278418.047771684
prickly pear,2020 - Quarter 3,Untreated,-24.15867,30.94431,7326672.43065883,291140.711985813
prickly pear,2020 - Quarter 3,Untreated,-24.15867,30.94431,7326672.43065883,291140.711985813
prickly pear,2020 - Quarter 3,Untreated,-24.21390154,30.82367348,7320369.029652181,278975.390071491
prickly pear,2020 - Quarter 3,Bio,-24.20965,30.92989,7321004.03007419,289758.824205387
prickly pear,2020 - Quarter 3,Bio,-24.20965,30.92989,7321004.03007419,289758.824205387
prickly pear,2020 - Quarter 3,Bio,-24.19579,30.87716,7322458.85396178,284378.597118762
prickly pear,2020 - Quarter 3,Bio,-24.19579,30.87716,7322458.85396178,284378.597118762
prickly pear,2020 - Quarter 3,Bio,-24.18683,30.85289,7323413.663668719,281897.425740269
prickly pear,2020 - Quarter 3,Bio,-24.18094,30.87258,7324096.67701221,283888.217109887
prickly pear,2020 - Quarter 3,Bio,-24.18094,30.87258,7324096.67701221,283888.217109887
prickly pear,2020 - Quarter 3,Bio,-24.1794,30.86964,7324262.71028714,283586.869019126
prickly pear,2020 - Quarter 3,Removed,-24.21799301,30.8275179,7319921.89865548,279373.001115709
prickly pear,2020 - Quarter 3,Untreated,-24.19618,30.89208,7322438.60432679,285895.163994987
prickly pear,2020 - Quarter 3,Untreated,-24.19618,30.89208,7322438.60432679,285895.163994987
prickly pear,2020 - Quarter 2,Bio,-24.21055,30.83295,7320754.93706956,279912.039587287
prickly pear,2020 - Quarter 2,Bio,-24.21055243,30.83294892,7320754.66619605,279911.934043357
prickly pear,2020 - Quarter 3,Bio,-24.21846,30.8985,7319980.54740649,286584.5821238
prickly pear,2020 - Quarter 3,Untreated,-24.21846,30.8985,7319980.54740649,286584.5821238
prickly pear,2020 - Quarter 2,Both,-24.20124,30.92793,7321932.61336791,289545.889153898
prickly pear,2020 - Quarter 2,Both,-24.22209,30.88461,7319557.15135054,285179.665307119
prickly pear,2020 - Quarter 2,Both,-24.20124,30.92793,7321932.61336791,289545.889153898
prickly pear,2020 - Quarter 2,Both,-24.21325,30.85295,7320487.24575115,281948.498232467
prickly pear,2020 - Quarter 2,Both,-24.20107,30.91659,7321934.30876801,288393.499113878
prickly pear,2020 - Quarter 2,Both,-24.20107,30.91659,7321934.30876801,288393.499113878
prickly pear,2020 - Quarter 2,Both,-24.20121,30.91616,7321918.14998533,288350.043573923
prickly pear,2020 - Quarter 2,Both,-24.20121,30.91616,7321918.14998533,288350.043573923
prickly pear,2020 - Quarter 2,Both,-24.20065,30.91581,7321979.64838621,288313.559163097
prickly pear,2020 - Quarter 2,Both,-24.20065,30.91581,7321979.64838621,288313.559163097
prickly pear,2020 - Quarter 2,Both,-24.21325,30.85295,7320487.24575115,281948.498232467
prickly pear,2020 - Quarter 2,Both,-24.22209,30.88461,7319557.15135054,285179.665307119
prickly pear,2020 - Quarter 2,Bio,-24.21176,30.83391,7320622.41867244,280011.648317217
prickly pear,2020 - Quarter 3,Bio,-24.21401762,30.82359342,7320356.04465032,278967.457102336
prickly pear,2020 - Quarter 2,Bio,-24.20432,30.8756,7321511.59654178,284234.463531859
prickly pear,2020 - Quarter 3,Bio,-24.22071,30.88566,7319711.62648612,285284.011083727
prickly pear,2020 - Quarter 3,Bio,-24.22071,30.88566,7319711.62648612,285284.011083727
prickly pear,2020 - Quarter 2,Bio,-24.21382,30.82244,7320376.10815861,278849.938450929
prickly pear,2020 - Quarter 3,Bio,-24.21387909,30.82266681,7320369.92206114,278873.082446995
prickly pear,2020 - Quarter 2,Both,-24.20432,30.8756,7321511.59654178,284234.463531859
prickly pear,2020 - Quarter 3,Bio,-24.22074,30.88591,7319708.68808844,285309.457169769
prickly pear,2020 - Quarter 3,Bio,-24.22074,30.88591,7319708.68808844,285309.457169769
prickly pear,2020 - Quarter 3,Bio,-24.22076,30.88578,7319706.27273864,285296.284929866
prickly pear,2020 - Quarter 3,Bio,-24.22076,30.88578,7319706.27273864,285296.284929866
prickly pear,2020 - Quarter 3,Bio,-24.21598315,30.82312548,7320137.58096358,278923.313092713
prickly pear,2020 - Quarter 3,Bio,-24.17168,30.94884,7325238.14911176,291622.222242535
prickly pear,2020 - Quarter 3,Bio,-24.17936,30.8696,7324267.07906425,283582.736846305
prickly pear,2020 - Quarter 3,Bio,-24.18121,30.87295,7324067.34181514,283926.269741662
prickly pear,2020 - Quarter 3,Bio,-24.17168,30.94884,7325238.14911176,291622.222242535
prickly pear,2020 - Quarter 3,Bio,-24.17936,30.8696,7324267.07906425,283582.736846305
prickly pear,2020 - Quarter 3,Bio,-24.18121,30.87295,7324067.34181514,283926.269741662
prickly pear,2020 - Quarter 2,Bio,-24.20439,30.8759,7321504.30631074,284265.060391718
prickly pear,2020 - Quarter 2,Bio,-24.21699,30.83837,7320050.114452,280473.719023943
prickly pear,2020 - Quarter 2,Bio,-24.21698628,30.83837437,7320050.53338888,280474.156583937
prickly pear,2020 - Quarter 2,Bio,-24.20439,30.8759,7321504.30631074,284265.060391718
prickly pear,2020 - Quarter 2,Bio,-24.20439,30.8759,7321504.30631074,284265.060391718
prickly pear,2020 - Quarter 3,Bio,-24.21431277,30.82281726,7320322.121469961,278889.115915125
prickly pear,2020 - Quarter 3,Bio,-24.19692,30.87446,7322329.51606921,284106.172322712
prickly pear,2020 - Quarter 3,Bio,-24.19692,30.87446,7322329.51606921,284106.172322712
prickly pear,2020 - Quarter 3,Bio,-24.18319,30.87562,7323852.1473446,284200.914248167
prickly pear,2020 - Quarter 2,Bio,-24.21175802,30.83391483,7320622.64560832,280012.135606638
prickly pear,2020 - Quarter 3,Bio,-24.18713,30.85191,7323378.90308366,281798.357227806
prickly pear,2020 - Quarter 3,Bio,-24.18713,30.85191,7323378.90308366,281798.357227806
prickly pear,2020 - Quarter 3,Bio,-24.19106,30.83114,7322910.98704953,279694.638083819
prickly pear,2020 - Quarter 3,Bio,-24.19106,30.83114,7322910.98704953,279694.638083819
prickly pear,2020 - Quarter 3,Bio,-24.1875,30.85313,7323339.823272,281922.95237687
prickly pear,2020 - Quarter 3,Chemical,-24.1875,30.85313,7323339.823272,281922.95237687
prickly pear,2020 - Quarter 3,Bio,-24.18666,30.8522,7323431.41718366,281827.024508359
prickly pear,2020 - Quarter 3,Bio,-24.18666,30.8522,7323431.41718366,281827.024508359
prickly pear,2020 - Quarter 3,Untreated,-24.18683,30.85289,7323413.663668719,281897.425740269
prickly pear,2020 - Quarter 3,Bio,-24.18686,30.85313,7323410.71519251,281921.863516813
prickly pear,2020 - Quarter 3,Removed,-24.21005,30.89186,7320901.92928001,285895.997035796
prickly pear,2020 - Quarter 3,Removed,-24.21005,30.89186,7320901.92928001,285895.997035796
prickly pear,2020 - Quarter 3,Untreated,-24.21376,30.8973,7320499.31622211,286454.84063308
prickly pear,2020 - Quarter 3,Removed,-24.21376,30.8973,7320499.31622211,286454.84063308
prickly pear,2020 - Quarter 4,Removed,-24.1974,30.87483,7322276.91940117,284144.57391321
prickly pear,2020 - Quarter 4,Bio,-24.17331,30.92092,7325015.70975473,288787.679756651
prickly pear,2020 - Quarter 4,Bio,-24.19816,30.92986,7322276.67688484,289736.915700857
prickly pear,2020 - Quarter 4,Bio,-24.19784,30.93043,7322312.97962778,289794.302140677
prickly pear,2020 - Quarter 4,Bio,-24.19829,30.92997,7322262.44300181,289748.304932576
prickly pear,2020 - Quarter 4,Bio,-24.19748,30.93044,7322352.87010545,289794.72750392
prickly pear,2020 - Quarter 4,Bio,-24.19747,30.93073,7322354.41413743,289824.174973005
prickly pear,2020 - Quarter 4,Untreated,-24.19747,30.93042,7322353.947658711,289792.679106126
prickly pear,2020 - Quarter 3,Chemical,-24.18814,30.87916,7323309.31056318,284568.943894401
prickly pear,2020 - Quarter 3,Chemical,-24.18808,30.87908,7323315.8332619,284560.714309475
prickly pear,2020 - Quarter 3,Chemical,-24.18814,30.87916,7323309.31056318,284568.943894401
prickly pear,2020 - Quarter 3,Chemical,-24.18808,30.87908,7323315.8332619,284560.714309475
prickly pear,2020 - Quarter 3,Chemical,-24.2102,30.89205,7320885.6055884,285915.550163194
prickly pear,2020 - Quarter 3,Chemical,-24.2102,30.89205,7320885.6055884,285915.550163194
prickly pear,2020 - Quarter 3,Chemical,-24.18325,30.87569,7323845.60938179,284208.128168969
prickly pear,2020 - Quarter 3,Chemical,-24.21058,30.89264,7320844.41872269,285976.124082732
prickly pear,2020 - Quarter 3,Chemical,-24.18325,30.87569,7323845.60938179,284208.128168969
prickly pear,2020 - Quarter 3,Chemical,-24.21058,30.89264,7320844.41872269,285976.124082732
prickly pear,2020 - Quarter 3,Both,-24.18797,30.87833,7323326.86109867,284484.322399345
prickly pear,2020 - Quarter 3,Chemical,-24.21643282,30.82433971,7320089.69359387,279047.442374578
prickly pear,2020 - Quarter 3,Untreated,-24.21846,30.89859,7319980.68502521,286593.724708615
prickly pear,2020 - Quarter 3,Untreated,-24.21846,30.89859,7319980.68502521,286593.724708615
prickly pear,2020 - Quarter 3,Untreated,-24.21843,30.89848,7319983.839829089,286582.500417192
prickly pear,2020 - Quarter 3,Untreated,-24.21843,30.89848,7319983.839829089,286582.500417192
prickly pear,2020 - Quarter 3,Untreated,-24.18823,30.91981,7323361.413225401,288699.47053751
prickly pear,2020 - Quarter 3,Untreated,-24.18823,30.91981,7323361.413225401,288699.47053751
prickly pear,2020 - Quarter 3,Untreated,-24.18315,30.87567,7323856.655249189,284205.927585391
prickly pear,2020 - Quarter 3,Untreated,-24.18315,30.87567,7323856.655249189,284205.927585391
prickly pear,2020 - Quarter 3,Bio,-24.18686,30.85313,7323410.71519251,281921.863516813
prickly pear,2020 - Quarter 3,Untreated,-24.18537,30.84624,7323564.99059042,281219.217042033
prickly pear,2020 - Quarter 2,Both,-24.20098,30.91586,7321943.17145413,288319.184345464
prickly pear,2020 - Quarter 2,Both,-24.20098,30.91586,7321943.17145413,288319.184345464
prickly pear,2020 - Quarter 3,Bio,-24.2375,30.94662,7317944.32509692,291503.797355202
prickly pear,2020 - Quarter 3,Bio,-24.1742,30.86549,7324832.27168305,283156.367492117
prickly pear,2020 - Quarter 3,Bio,-24.2272,30.95286,7319094.51342852,292120.837298676
prickly pear,2020 - Quarter 2,Bio,-24.2135,30.8236,7320413.39204271,278967.231861057
prickly pear,2020 - Quarter 2,Bio,-24.21349665,30.82359782,7320413.75967152,278967.004607536
prickly pear,2020 - Quarter 2,Bio,-24.21265,30.8347,7320525.07824529,280093.435049531
prickly pear,2020 - Quarter 2,Removed,-24.21382,30.82244,7320376.10815861,278849.938450929
prickly pear,2020 - Quarter 3,Bio,-24.22768,30.86885,7318913.60440441,283588.182197429
prickly pear,2020 - Quarter 3,Bio,-24.22768,30.86885,7318913.60440441,283588.182197429
prickly pear,2020 - Quarter 2,Bio,-24.21388,30.82216,7320369.01828344,278821.596540393
prickly pear,2020 - Quarter 3,Bio,-24.21387861,30.82216482,7320369.17989196,278822.083808896
prickly pear,2020 - Quarter 3,Removed,-24.21812636,30.82737468,7319906.90102316,279358.681590181
prickly pear,2020 - Quarter 3,Removed,-24.21252131,30.82616963,7320525.86836758,279226.596625987
prickly pear,2020 - Quarter 2,Removed,-24.21045,30.83333,7320766.61308644,279950.473235202
prickly pear,2020 - Quarter 2,Removed,-24.21044935,30.83332508,7320766.67733171,279949.972277979
prickly pear,2020 - Quarter 3,Removed,-24.21564685,30.82343464,7320175.32272104,278954.139786492
prickly pear,2020 - Quarter 2,Bio,-24.21743,30.83488,7319995.88186306,280119.932147872
prickly pear,2020 - Quarter 2,Bio,-24.21743193,30.83487724,7319995.6637289,280119.65508073
prickly pear,2020 - Quarter 3,Removed,-24.1913,30.85138,7322916.16971697,281751.604238845
prickly pear,2020 - Quarter 3,Removed,-24.22101,30.95739,7319786.88542398,292570.938215507
prickly pear,2020 - Quarter 3,Removed,-24.1913,30.85138,7322916.16971697,281751.604238845
prickly pear,2020 - Quarter 3,Removed,-24.22101,30.95739,7319786.88542398,292570.938215507
prickly pear,2020 - Quarter 3,Chemical,-24.19378,30.88131,7322687.89603528,284796.874379653
prickly pear,2020 - Quarter 3,Removed,-24.21196,30.9474,7320774.41968681,291541.417935195
prickly pear,2020 - Quarter 2,Both,-24.20114,30.91632,7321926.1460524,288366.183483094
prickly pear,2020 - Quarter 2,Both,-24.20114,30.91632,7321926.1460524,288366.183483094
prickly pear,2020 - Quarter 2,Bio,-24.21265,30.8347,7320525.07824529,280093.435049531
prickly pear,2020 - Quarter 2,Bio,-24.21265,30.8347,7320525.07824529,280093.435049531
prickly pear,2020 - Quarter 2,Bio,-24.21264767,30.834702,7320525.339489731,280093.634230759
prickly pear,2020 - Quarter 2,Both,-24.21267,30.82694,7320510.6161209,279305.116510018
prickly pear,2020 - Quarter 2,Both,-24.21266652,30.82694271,7320511.00588582,279305.385825464
prickly pear,2020 - Quarter 3,Chemical,-24.19473,30.89338,7322601.208144,286024.825501215
prickly pear,2020 - Quarter 3,Removed,-24.18957,30.89094,7323169.02560461,285768.287480205
prickly pear,2020 - Quarter 3,Removed,-24.18744,30.89012,7323403.701505101,285681.407775323
prickly pear,2020 - Quarter 3,Removed,-24.18957,30.89094,7323169.02560461,285768.287480205
prickly pear,2020 - Quarter 3,Removed,-24.18744,30.89012,7323403.701505101,285681.407775323
prickly pear,2020 - Quarter 3,Chemical,-24.19378,30.88131,7322687.89603528,284796.874379653
prickly pear,2020 - Quarter 3,Bio,-24.21403,30.89666,7320468.42995656,286390.27476262
prickly pear,2020 - Quarter 3,Bio,-24.21403,30.89666,7320468.42995656,286390.27476262
prickly pear,2020 - Quarter 3,Removed,-24.19378,30.88131,7322687.89603528,284796.874379653
prickly pear,2020 - Quarter 3,Chemical,-24.21226,30.89395,7320660.33785077,286112.014447188
prickly pear,2020 - Quarter 3,Chemical,-24.21226,30.89395,7320660.33785077,286112.014447188
prickly pear,2020 - Quarter 2,Bio,-24.19801,30.88187,7322220.21269201,284860.87554479
prickly pear,2020 - Quarter 2,Bio,-24.19801,30.88187,7322220.21269201,284860.87554479
prickly pear,2020 - Quarter 2,Both,-24.20171,30.9161,7321862.67615743,288344.773875878
prickly pear,2020 - Quarter 2,Both,-24.20171,30.9161,7321862.67615743,288344.773875878
prickly pear,2020 - Quarter 2,Both,-24.19837,30.91277,7322227.583692479,288000.929097578
prickly pear,2020 - Quarter 2,Both,-24.19837,30.91277,7322227.583692479,288000.929097578
prickly pear,2020 - Quarter 2,Bio,-24.21104,30.83157,7320698.483478581,279772.68339532
prickly pear,2020 - Quarter 2,Bio,-24.21104,30.83157,7320698.483478581,279772.68339532
prickly pear,2020 - Quarter 2,Bio,-24.21193,30.83378,7320603.38292192,279998.733418819
prickly pear,2020 - Quarter 2,Bio,-24.21193,30.83378,7320603.38292192,279998.733418819
prickly pear,2020 - Quarter 2,Bio,-24.21228,30.82748,7320554.67013703,279359.304077321
prickly pear,2020 - Quarter 2,Bio,-24.21262,30.83464,7320528.306817821,280087.288015065
prickly pear,2020 - Quarter 2,Bio,-24.21262,30.83464,7320528.306817821,280087.288015065
prickly pear,2020 - Quarter 2,Bio,-24.21108,30.82229,7320679.38151671,278829.966317637
prickly pear,2020 - Quarter 2,Bio,-24.21108,30.82229,7320679.38151671,278829.966317637
prickly pear,2020 - Quarter 2,Bio,-24.21322,30.83467,7320461.89217269,280091.366400397
prickly pear,2020 - Quarter 2,Bio,-24.20875,30.8257,7320942.8745054,279172.381506908
prickly pear,2020 - Quarter 2,Bio,-24.21299,30.82497,7320472.05360526,279105.532236695
prickly pear,2020 - Quarter 2,Bio,-24.21491,30.83534,7320275.74652541,280162.334712916
prickly pear,2020 - Quarter 2,Bio,-24.21261604,30.83463584,7320528.73891273,280086.858591235
prickly pear,2020 - Quarter 2,Bio,-24.21321713,30.83467323,7320462.21517071,280091.689610247
prickly pear,2020 - Quarter 2,Bio,-24.21490919,30.83534247,7320275.84013923,280162.584248901
prickly pear,2020 - Quarter 2,Bio,-24.2122813,30.82747577,7320554.51944984,279358.876582191
prickly pear,2020 - Quarter 2,Bio,-24.20875485,30.82569961,7320942.3366529,279172.350248949
prickly pear,2020 - Quarter 3,Bio,-24.21518706,30.82236566,7320224.56050164,278844.747895569
prickly pear,2020 - Quarter 3,Bio,-24.2,30.92093,7322059.3967059,288832.667282577
prickly pear,2020 - Quarter 3,Bio,-24.2,30.92093,7322059.3967059,288832.667282577
prickly pear,2020 - Quarter 2,Both,-24.18226,30.89573,7323986.06519628,286242.798191134
prickly pear,2020 - Quarter 3,Bio,-24.17204,30.94853,7325197.812084049,291591.305138982
prickly pear,2020 - Quarter 2,Bio,-24.21423,30.82566,7320335.79016913,279177.769533324
prickly pear,2020 - Quarter 2,Bio,-24.21592,30.82605,7320149.20530784,279220.304738639
prickly pear,2020 - Quarter 2,Bio,-24.21592042,30.82604638,7320149.15305811,279219.93770906
prickly pear,2020 - Quarter 3,Bio,-24.21422564,30.82566399,7320336.27943992,279178.167359993
prickly pear,2020 - Quarter 3,Bio,-24.2127,30.94161,7320683.7960168,290954.434703042
prickly pear,2020 - Quarter 3,Bio,-24.2127,30.94161,7320683.7960168,290954.434703042
prickly pear,2020 - Quarter 3,Bio,-24.17505,30.86508,7324737.482978661,283116.140303358
prickly pear,2020 - Quarter 3,Bio,-24.17505,30.86508,7324737.482978661,283116.140303358
prickly pear,2020 - Quarter 2,Bio,-24.17951,30.89782,7324293.86772714,286450.589582546
prickly pear,2020 - Quarter 2,Bio,-24.17419,30.89189,7324874.07369821,285839.12656519
prickly pear,2020 - Quarter 3,Bio,-24.1958,30.89363,7322483.07059643,286052.012933896
prickly pear,2020 - Quarter 3,Bio,-24.20544,30.89362,7321415.26283288,286067.096401252
prickly pear,2020 - Quarter 3,Bio,-24.21564,30.89709,7320290.75324804,286436.643410565
prickly pear,2020 - Quarter 3,Bio,-24.18818,30.91975,7323366.86076646,288693.291669279
prickly pear,2020 - Quarter 2,Bio,-24.17951,30.89782,7324293.86772714,286450.589582546
prickly pear,2020 - Quarter 2,Bio,-24.17419,30.89189,7324874.07369821,285839.12656519
prickly pear,2020 - Quarter 3,Bio,-24.1958,30.89363,7322483.07059643,286052.012933896
prickly pear,2020 - Quarter 3,Bio,-24.20544,30.89362,7321415.26283288,286067.096401252
prickly pear,2020 - Quarter 3,Bio,-24.21564,30.89709,7320290.75324804,286436.643410565
prickly pear,2020 - Quarter 3,Bio,-24.18818,30.91975,7323366.86076646,288693.291669279
prickly pear,2020 - Quarter 2,Bio,-24.21825,30.83093,7319898.821638411,279720.070825094
prickly pear,2020 - Quarter 2,Bio,-24.20699,30.83116,7321146.454986101,279724.063194429
prickly pear,2020 - Quarter 2,Bio,-24.21053,30.83299,7320757.21552813,279916.06894757
prickly pear,2020 - Quarter 2,Bio,-24.21733,30.83868,7320012.940315299,280505.794369575
prickly pear,2020 - Quarter 2,Bio,-24.21863,30.84239,7319874.76956494,280884.910343827
prickly pear,2020 - Quarter 2,Bio,-24.21824882,30.83092574,7319898.94562322,279719.636031809
prickly pear,2020 - Quarter 2,Bio,-24.2186287,30.84238945,7319874.91270182,280884.852245633
prickly pear,2020 - Quarter 2,Bio,-24.21733403,30.83867579,7320012.48729239,280505.373595663
prickly pear,2020 - Quarter 2,Bio,-24.20699403,30.83116491,7321146.01632953,279724.568964634
prickly pear,2020 - Quarter 3,Bio,-24.21515433,30.82244388,7320228.30995441,278852.637740485
prickly pear,2020 - Quarter 3,Bio,-24.20045,30.92164,7322010.62549571,288905.543340039
prickly pear,2020 - Quarter 3,Bio,-24.20045,30.92164,7322010.62549571,288905.543340039
prickly pear,2020 - Quarter 2,Bio,-24.21052987,30.83298903,7320757.22839901,279915.970178446
prickly pear,2020 - Quarter 3,Bio,-24.19139,30.94179,7323044.45931914,290937.944507972
prickly pear,2020 - Quarter 3,Bio,-24.19139,30.94179,7323044.45931914,290937.944507972
prickly pear,2020 - Quarter 4,Bio,-24.19223,30.87401,7322848.32103344,284052.547388696
prickly pear,2020 - Quarter 2,Bio,-24.21445,30.83751,7320330.11663613,280381.995489406
prickly pear,2020 - Quarter 2,Bio,-24.21868,30.84975,7319880.766872801,281632.671911697
prickly pear,2020 - Quarter 2,Bio,-24.21508,30.82787,7320245.12999395,279403.749979551
prickly pear,2020 - Quarter 2,Bio,-24.21543,30.83608,7320219.31152854,280238.403926237
prickly pear,2020 - Quarter 2,Bio,-24.21508337,30.82787105,7320244.758357839,279403.862456563
prickly pear,2020 - Quarter 2,Bio,-24.21868239,30.84975298,7319880.50679719,281632.978716327
prickly pear,2020 - Quarter 2,Bio,-24.21542971,30.83608229,7320219.34725736,280238.636068188
prickly pear,2020 - Quarter 2,Bio,-24.21444701,30.8375092,7320330.44657889,280381.909087736
prickly pear,2020 - Quarter 3,Bio,-24.21109,30.89942,7320798.304876511,286665.758398106
prickly pear,2020 - Quarter 2,Both,-24.18226,30.89573,7323986.06519628,286242.798191134
prickly pear,2020 - Quarter 3,Bio,-24.1706,30.86036,7325223.070283231,282628.951161805
prickly pear,2020 - Quarter 3,Bio,-24.1706,30.86036,7325223.070283231,282628.951161805
prickly pear,2020 - Quarter 2,Bio,-24.2119259,30.83377808,7320603.83405251,279998.531316264
prickly pear,2020 - Quarter 2,Bio,-24.18226,30.89573,7323986.06519628,286242.798191134
prickly pear,2020 - Quarter 3,Bio,-24.205,30.89896,7321472.1710194,286608.879109918
prickly pear,2020 - Quarter 3,Bio,-24.205,30.89896,7321472.1710194,286608.879109918
prickly pear,2020 - Quarter 2,Bio,-24.21108025,30.8222888,7320679.35192291,278829.844837279
prickly pear,2020 - Quarter 2,Bio,-24.21104012,30.8315666,7320698.46482247,279772.338185087
prickly pear,2020 - Quarter 2,Removed,-24.21298962,30.82497473,7320472.10318304,279106.012110604
prickly pear,2020 - Quarter 2,Chemical,-24.21383,30.82298,7320375.85589795,278904.815033389
prickly pear,2020 - Quarter 3,Dead,-24.2138254,30.82298026,7320376.36585375,278904.833502584
prickly pear,2020 - Quarter 3,Bio,-24.20492,30.83566,7321382.8403797,280177.693296834
prickly pear,2021 - Quarter 1,Bio,-24.20492,30.83566,7321382.8403797,280177.693296834
prickly pear,2020 - Quarter 3,Removed,-24.22357,30.90371,7319422.48680023,287122.335480512
prickly pear,2020 - Quarter 3,Removed,-24.16598,30.93671,7325851.37578272,290380.264687698
prickly pear,2020 - Quarter 3,Removed,-24.1591,30.94381,7326624.055579621,291090.596944189
prickly pear,2020 - Quarter 3,Removed,-24.22357,30.90371,7319422.48680023,287122.335480512
prickly pear,2020 - Quarter 3,Removed,-24.16598,30.93671,7325851.37578272,290380.264687698
prickly pear,2020 - Quarter 3,Removed,-24.1591,30.94381,7326624.055579621,291090.596944189
prickly pear,2020 - Quarter 2,Removed,-24.20974,30.82455,7320831.39244662,279057.255245842
prickly pear,2020 - Quarter 2,Removed,-24.20974151,30.82454745,7320831.221147799,279056.998785511
prickly pear,2020 - Quarter 3,Untreated,-24.21362,30.89722,7320514.70119553,286446.480059182
prickly pear,2020 - Quarter 3,Untreated,-24.21362,30.89722,7320514.70119553,286446.480059182
prickly pear,2020 - Quarter 3,Removed,-24.20867,30.85658,7321000.23221362,282309.484343255
prickly pear,2020 - Quarter 3,Removed,-24.18787,30.86943,7323324.18190906,283579.828331589
prickly pear,2020 - Quarter 3,Removed,-24.20867,30.85658,7321000.23221362,282309.484343255
prickly pear,2020 - Quarter 3,Removed,-24.2034,30.85509,7321581.65957178,282149.144923546
prickly pear,2020 - Quarter 3,Removed,-24.18787,30.86943,7323324.18190906,283579.828331589
prickly pear,2020 - Quarter 2,Removed,-24.21504,30.82253,7320241.11078885,278861.189187225
prickly pear,2020 - Quarter 2,Removed,-24.21354,30.82216,7320406.68024221,278821.009116122
prickly pear,2020 - Quarter 3,Removed,-24.21503806,30.82252718,7320241.32121569,278860.899351039
prickly pear,2020 - Quarter 3,Removed,-24.21353669,30.82215825,7320407.0441195,278820.825612168
prickly pear,2020 - Quarter 3,Removed,-24.21698072,30.82315894,7320027.1326822,278928.435193898
prickly pear,2020 - Quarter 3,Removed,-24.2034,30.85509,7321581.65957178,282149.144923546
prickly pear,2020 - Quarter 3,Removed,-24.21362,30.89722,7320514.70119553,286446.480059182
prickly pear,2020 - Quarter 3,Removed,-24.19311,30.93631,7322845.73320892,290383.967676194
prickly pear,2020 - Quarter 3,Removed,-24.17015,30.85671,7325267.23676929,282257.259589907
prickly pear,2020 - Quarter 3,Removed,-24.19311,30.93631,7322845.73320892,290383.967676194
prickly pear,2020 - Quarter 3,Removed,-24.17015,30.85671,7325267.23676929,282257.259589907
prickly pear,2020 - Quarter 4,Removed,-24.17821,30.94664,7324511.579577561,291409.279716056
prickly pear,2020 - Quarter 4,Removed,-24.1812,30.94319,7324175.24210355,291063.582385368
prickly pear,2020 - Quarter 4,Removed,-24.18908,30.84295,7323148.88232102,280891.252460842
prickly pear,2020 - Quarter 3,Removed,-24.21121,30.89504,7320778.31273354,286220.993720975
prickly pear,2020 - Quarter 4,Removed,-24.17577,30.94938,7324785.92941521,291683.739130154
prickly pear,2020 - Quarter 3,Removed,-24.20559,30.85408,7321337.49988919,282050.257572292
prickly pear,2020 - Quarter 3,Dead,-24.19473,30.89338,7322601.208144,286024.825501215
prickly pear,2020 - Quarter 3,Chemical,-24.20815,30.89071,7321110.62267514,285775.988491564
prickly pear,2020 - Quarter 3,Chemical,-24.20815,30.89071,7321110.62267514,285775.988491564
prickly pear,2020 - Quarter 3,Chemical,-24.20638,30.885,7321297.90803994,285192.923919681
prickly pear,2020 - Quarter 3,Chemical,-24.18221,30.84467,7323912.56169119,281054.288030669
prickly pear,2020 - Quarter 3,Chemical,-24.18344,30.84884,7323782.84252323,281480.120526846
prickly pear,2020 - Quarter 3,Chemical,-24.1891,30.8777,7323200.72202959,284422.209056972
prickly pear,2020 - Quarter 3,Chemical,-24.20638,30.885,7321297.90803994,285192.923919681
prickly pear,2020 - Quarter 3,Chemical,-24.18221,30.84467,7323912.56169119,281054.288030669
prickly pear,2020 - Quarter 3,Chemical,-24.18344,30.84884,7323782.84252323,281480.120526846
prickly pear,2020 - Quarter 3,Chemical,-24.1891,30.8777,7323200.72202959,284422.209056972
prickly pear,2020 - Quarter 3,Chemical,-24.18995,30.88888,7323123.77409283,285559.611608382
prickly pear,2020 - Quarter 3,Chemical,-24.18995,30.88888,7323123.77409283,285559.611608382
prickly pear,2020 - Quarter 3,Chemical,-24.19596,30.87636,7322438.7883534,284297.6007174
