Species,Quarter,NewControl,Latitude,Longitude,Northing,Easting
prickly pear,2020 - Quarter 2,Chemical,-24.20156,30.91592,7321879.01822475,288326.238582973
prickly pear,2020 - Quarter 2,Dead,-24.2149,30.8226,7320256.72955583,278868.058668579
prickly pear,2020 - Quarter 3,Untreated,-24.21778,30.89327,7320047.86170817,286052.159144941
prickly pear,2020 - Quarter 3,Untreated,-24.21778,30.89327,7320047.86170817,286052.159144941
prickly pear,2020 - Quarter 2,Removed,-24.21248,30.86082,7320584.80857672,282746.706817778
prickly pear,2020 - Quarter 3,Chemical,-24.21303,30.89314,7320573.80595892,286031.013867675
prickly pear,2020 - Quarter 3,Dead,-24.21303,30.89314,7320573.80595892,286031.013867675
prickly pear,2020 - Quarter 3,Dead,-24.1742,30.86549,7324832.27168305,283156.367492117
prickly pear,2020 - Quarter 3,Dead,-24.17653,30.86816,7324578.32156135,283431.62958665
prickly pear,2020 - Quarter 2,Both,-24.21324,30.85292,7320488.30657793,281945.433487486
prickly pear,2020 - Quarter 2,Both,-24.21324,30.85292,7320488.30657793,281945.433487486
prickly pear,2020 - Quarter 3,Bio,-24.21126,30.89926,7320779.23002774,286649.7872494
prickly pear,2020 - Quarter 3,Bio,-24.21126,30.89926,7320779.23002774,286649.7872494
prickly pear,2020 - Quarter 2,Bio,-24.21071,30.83396,7320738.80581726,280014.923857368
prickly pear,2020 - Quarter 2,Bio,-24.21071176,30.83396326,7320738.615999431,280015.258075395
prickly pear,2020 - Quarter 3,Bio,-24.19734,30.87481,7322283.53455601,284142.440784308
prickly pear,2020 - Quarter 2,Bio,-24.19814,30.88197,7322205.96695726,284871.253960441
prickly pear,2020 - Quarter 2,Bio,-24.19814,30.88197,7322205.96695726,284871.253960441
prickly pear,2020 - Quarter 3,Bio,-24.21431,30.82605,7320327.54548057,279217.52793819
prickly pear,2020 - Quarter 3,Chemical,-24.2091,30.89051,7321005.087052109,285757.259339047
prickly pear,2020 - Quarter 3,Chemical,-24.2091,30.89051,7321005.087052109,285757.259339047
prickly pear,2020 - Quarter 3,Bio,-24.21537,30.82283,7320205.03181045,278892.236296612
prickly pear,2020 - Quarter 3,Bio,-24.21917,30.9041,7319910.45482869,287154.634075082
prickly pear,2020 - Quarter 3,Bio,-24.21917,30.9041,7319910.45482869,287154.634075082
prickly pear,2020 - Quarter 3,Bio,-24.19705,30.87443,7322315.0698964,284103.343309327
prickly pear,2020 - Quarter 3,Bio,-24.19705,30.87443,7322315.0698964,284103.343309327
prickly pear,2020 - Quarter 3,Untreated,-24.19304,30.89228,7322786.71873861,285910.238306549
prickly pear,2020 - Quarter 3,Untreated,-24.19304,30.89228,7322786.71873861,285910.238306549
prickly pear,2020 - Quarter 3,Bio,-24.21393,30.89747,7320480.74591253,286472.394141848
prickly pear,2020 - Quarter 3,Bio,-24.21393,30.89747,7320480.74591253,286472.394141848
prickly pear,2020 - Quarter 3,Removed,-24.21303,30.89311,7320573.75997522,286027.966202862
prickly pear,2020 - Quarter 3,Removed,-24.19643,30.89238,7322411.37240517,285926.06236464
prickly pear,2020 - Quarter 3,Removed,-24.21303,30.89311,7320573.75997522,286027.966202862
prickly pear,2020 - Quarter 3,Removed,-24.19643,30.89238,7322411.37240517,285926.06236464
prickly pear,2020 - Quarter 4,Untreated,-24.20509,30.94349,7321529.52863325,291133.006373022
prickly pear,2020 - Quarter 3,Bio,-24.17204,30.94853,7325197.812084049,291591.305138982
prickly pear,2020 - Quarter 3,Bio,-24.17534,30.85674,7324692.39616157,282269.118463832
prickly pear,2021 - Quarter 1,Bio,-24.20526,30.83651,7321346.51657113,280264.634769196
prickly pear,2020 - Quarter 4,Bio,-24.18311,30.90469,7323905.58848193,287154.661382447
prickly pear,2020 - Quarter 4,Dead,-24.18488,30.90582,7323711.25301342,287272.419985425
prickly pear,2020 - Quarter 4,Bio,-24.18583,30.90625,7323606.67973751,287317.688653967
prickly pear,2020 - Quarter 4,Bio,-24.19124,30.91535,7323021.25695079,288251.274096479
prickly pear,2020 - Quarter 4,Bio,-24.18512,30.9118,7323693.75900507,287880.447907559
prickly pear,2020 - Quarter 4,Bio,-24.19137,30.91485,7323006.09953107,288200.68634433
prickly pear,2020 - Quarter 4,Untreated,-24.19134,30.84596,7322903.26132739,281200.956913918
prickly pear,2020 - Quarter 3,Removed,-24.20644,30.84491,7321229.00202574,281120.068956795
prickly pear,2020 - Quarter 3,Chemical,-24.20252,30.85207,7321674.42151589,281840.819460216
prickly pear,2020 - Quarter 4,Bio,-24.19231,30.91568,7322903.2377523,288286.571420158
prickly pear,2020 - Quarter 3,Untreated,-24.17243,30.88059,7325051.66754629,284687.866501213
prickly pear,2020 - Quarter 4,Bio,-24.19241,30.91582,7322892.3733282,288300.96121359
prickly pear,2020 - Quarter 4,Bio,-24.1915,30.91522,7322992.26083528,288238.495026909
prickly pear,2020 - Quarter 4,Bio,-24.18545,30.9117,7323657.05450002,287870.832947277
prickly pear,2020 - Quarter 3,Bio,-24.1881,30.91956,7323375.43466918,288673.854366968
prickly pear,2020 - Quarter 3,Bio,-24.1881,30.91956,7323375.43466918,288673.854366968
prickly pear,2020 - Quarter 3,Removed,-24.22758,30.91474,7318995.09719335,288249.396297531
queen of the night,2020 - Quarter 3,Chemical,-24.21068,30.82154,7320722.50125171,278753.079960581
queen of the night,2020 - Quarter 1,Chemical,-24.17619,30.86041,7324603.95432666,282643.505469051
queen of the night,2020 - Quarter 2,Both,-24.2119308,30.81892756,7320579.80656813,278489.835967865
queen of the night,2020 - Quarter 2,Both,-24.2119308,30.81892756,7320579.80656813,278489.835967865
queen of the night,2020 - Quarter 2,Both,-24.2119308,30.81892756,7320579.80656813,278489.835967865
queen of the night,2020 - Quarter 1,Removed,-24.19222,30.88258,7322862.64881887,284923.294016923
queen of the night,2021 - Quarter 1,Dead,-24.21213,30.81916,7320558.109886501,278513.794855244
queen of the night,2020 - Quarter 2,Dead,-24.21213007,30.81915799,7320558.09894337,278513.590774773
queen of the night,2020 - Quarter 3,Bio,-24.18035,30.87091,7324159.44673697,283717.524431299
queen of the night,2020 - Quarter 1,Chemical,-24.17587,30.86064,7324639.75772387,282666.335671541
queen of the night,2020 - Quarter 1,Chemical,-24.20268,30.87547,7321693.05478246,284218.493113111
queen of the night,2020 - Quarter 1,Chemical,-24.17978,30.87147,7324223.45073512,283773.468047867
queen of the night,2020 - Quarter 3,Untreated,-24.18549,30.93884,7323693.55298486,290628.575817629
queen of the night,2020 - Quarter 4,Untreated,-24.19487,30.83548,7322495.791907919,280142.157802661
queen of the night,2020 - Quarter 1,Chemical,-24.189,30.86397,7323190.54635187,283026.950773965
queen of the night,2020 - Quarter 2,Both,-24.1988,30.81313,7322025.10395775,277878.070579353
queen of the night,2020 - Quarter 2,Both,-24.19938,30.81317,7321960.92055099,277883.140375435
queen of the night,2020 - Quarter 2,Both,-24.1988,30.81313,7322025.10395775,277878.070579353
queen of the night,2020 - Quarter 2,Both,-24.19938,30.81317,7321960.92055099,277883.140375435
queen of the night,2020 - Quarter 2,Both,-24.21193,30.81893,7320579.8990564505,278490.082470628
queen of the night,2020 - Quarter 2,Both,-24.21193,30.81893,7320579.8990564505,278490.082470628
queen of the night,2020 - Quarter 2,Bio,-24.20315,30.87815,7321645.13241994,284491.565901344
queen of the night,2020 - Quarter 2,Bio,-24.20315,30.87815,7321645.13241994,284491.565901344
queen of the night,2020 - Quarter 2,Both,-24.21759,30.82817,7319967.57088318,279438.552027582
queen of the night,2020 - Quarter 2,Both,-24.2175892,30.82816864,7319967.65735007,279438.412489237
queen of the night,2020 - Quarter 2,Both,-24.21427,30.82118,7320324.26456315,278722.711173169
queen of the night,2020 - Quarter 3,Both,-24.2142718,30.82117861,7320324.062972651,278722.573073004
queen of the night,2020 - Quarter 2,Both,-24.21272,30.81862,7320491.89831526,278459.955688174
queen of the night,2020 - Quarter 2,Both,-24.21244,30.81875,7320523.120403539,278472.678197966
queen of the night,2020 - Quarter 2,Both,-24.21792,30.83983,7319949.39432541,280623.631544933
queen of the night,2020 - Quarter 2,Both,-24.21792222,30.83983434,7319949.155238699,280624.076238748
queen of the night,2020 - Quarter 2,Both,-24.21272,30.81862,7320491.89831526,278459.955688174
queen of the night,2020 - Quarter 2,Both,-24.21244,30.81875,7320523.120403539,278472.678197966
queen of the night,2020 - Quarter 3,Dead,-24.20463,30.84313,7321426.70302595,280936.131654196
queen of the night,2020 - Quarter 3,Bio,-24.18818,30.89004,7323321.61132482,285674.516372204
queen of the night,2020 - Quarter 3,Bio,-24.19768,30.88614,7322263.33619498,285294.159466117
queen of the night,2020 - Quarter 3,Bio,-24.19305,30.89322,7322787.05125733,286005.763445239
queen of the night,2020 - Quarter 3,Bio,-24.2083,30.89081,7321094.16104123,285786.398692225
queen of the night,2020 - Quarter 3,Bio,-24.18509,30.86783,7323629.63759688,283412.555351717
queen of the night,2020 - Quarter 3,Bio,-24.17805,30.86562,7324406.01696108,283176.087394913
queen of the night,2020 - Quarter 3,Bio,-24.17805,30.86419,7324403.798067681,283030.773875043
queen of the night,2020 - Quarter 3,Bio,-24.17103,30.85078,7325160.51311992,281656.123507639
queen of the night,2020 - Quarter 3,Bio,-24.1773,30.85867,7324478.29504149,282468.570278225
queen of the night,2020 - Quarter 4,Bio,-24.21222,30.87663,7320638.12236916,284352.412063281
queen of the night,2020 - Quarter 2,Bio,-24.21561,30.83437,7320196.679509551,280064.995185651
queen of the night,2020 - Quarter 2,Bio,-24.20925,30.82782,7320890.84106251,279388.624709268
queen of the night,2020 - Quarter 2,Bio,-24.21560807,30.83437121,7320196.89520209,280065.114792782
queen of the night,2020 - Quarter 3,Bio,-24.20924859,30.82782231,7320891.00089868,279388.856963757
queen of the night,2020 - Quarter 2,Bio,-24.21134,30.83331,7320667.99636293,279949.970978942
queen of the night,2020 - Quarter 2,Bio,-24.2113435,30.83330643,7320667.60304089,279949.61430805
queen of the night,2020 - Quarter 2,Bio,-24.21348,30.81976,7320409.52147673,278577.085452865
queen of the night,2020 - Quarter 3,Bio,-24.21347981,30.81975921,7320409.54126997,278577.004866779
queen of the night,2020 - Quarter 3,Bio,-24.17209,30.84819,7325039.051297581,281394.723566649
queen of the night,2020 - Quarter 2,Bio,-24.21625586,30.82704634,7320113.57768097,279322.101417902
queen of the night,2020 - Quarter 3,Bio,-24.18808,30.87921,7323316.033694049,284573.92351285
queen of the night,2020 - Quarter 3,Bio,-24.18008,30.86737,7324183.87165578,283357.348194382
queen of the night,2020 - Quarter 3,Bio,-24.22191,30.90509,7319608.463930819,287259.756254033
queen of the night,2020 - Quarter 3,Bio,-24.17878,30.84704,7324296.20962495,281289.26583539
queen of the night,2020 - Quarter 3,Bio,-24.18576,30.84963,7323527.09403492,281564.34896194
queen of the night,2020 - Quarter 3,Bio,-24.17524,30.86402,7324714.79217356,283008.744307869
queen of the night,2020 - Quarter 3,Bio,-24.18105,30.8733,7324085.6056716805,283961.565393784
queen of the night,2020 - Quarter 1,Chemical,-24.22041,30.88036,7319736.69200338,284745.115738824
queen of the night,2020 - Quarter 4,Removed,-24.18801,30.87421,7323316.06963119,284065.758767754
queen of the night,2020 - Quarter 3,Bio,-24.20911,30.88967,7321002.69013597,285671.938727523
queen of the night,2020 - Quarter 2,Chemical,-24.20199,30.93052,7321853.43988077,289810.255056949
queen of the night,2020 - Quarter 2,Chemical,-24.20199,30.93052,7321853.43988077,289810.255056949
queen of the night,2020 - Quarter 3,Chemical,-24.2153,30.894,7320323.6827812,286122.172619647
queen of the night,2020 - Quarter 3,Chemical,-24.19538,30.92702,7322580.32616477,289443.805851942
queen of the night,2020 - Quarter 3,Chemical,-24.17276,30.86354,7324988.75157753,282955.769969083
queen of the night,2020 - Quarter 3,Chemical,-24.17561,30.86007,7324667.67115979,282607.971678115
queen of the night,2020 - Quarter 2,Chemical,-24.21117,30.82234,7320669.49139379,278835.201459455
queen of the night,2021 - Quarter 1,Both,-24.21239536,30.81869003,7320527.97003195,278466.508445473
queen of the night,2020 - Quarter 2,Chemical,-24.19223,30.8826,7322861.57193566,284925.342916054
queen of the night,2020 - Quarter 3,Both,-24.20467,30.8908,7321496.23012339,285779.310887026
queen of the night,2020 - Quarter 2,Chemical,-24.21117281,30.82233569,7320669.17330057,278834.768445741
queen of the night,2020 - Quarter 2,Dead,-24.20199,30.93052,7321853.43988077,289810.255056949
queen of the night,2020 - Quarter 3,Bio,-24.20854,30.8896,7321065.71994868,285663.873215135
queen of the night,2020 - Quarter 1,Untreated,-24.21213,30.87645,7320647.81340146,284333.97422585
queen of the night,2020 - Quarter 3,Untreated,-24.17233,30.85902,7325029.35754489,282495.708453371
queen of the night,2020 - Quarter 3,Untreated,-24.17489,30.86286,7324751.759953349,282890.272457737
queen of the night,2020 - Quarter 3,Untreated,-24.17625,30.86172,7324599.34447981,282776.728631829
queen of the night,2020 - Quarter 3,Untreated,-24.17373,30.86059,7324876.72374522,282657.628233161
queen of the night,2020 - Quarter 2,Untreated,-24.21626,30.82705,7320113.12487897,279322.480371695
queen of the night,2020 - Quarter 3,Dead,-24.2085,30.89218,7321074.108879531,285925.914976276
queen of the night,2020 - Quarter 3,Bio,-24.1789,30.86713,7324314.20570752,283330.966451094
queen of the night,2020 - Quarter 3,Chemical,-24.21245471,30.81971116,7320523.01596747,278570.350356252
queen of the night,2020 - Quarter 3,Bio,-24.21129373,30.81958311,7320651.41525634,278555.333350287
queen of the night,2020 - Quarter 3,Bio,-24.2115941,30.83003782,7320634.6878316,279617.978151895
queen of the night,2020 - Quarter 3,Bio,-24.17051,30.85541,7325225.33512864,282125.759160911
queen of the night,2020 - Quarter 3,Bio,-24.21160778,30.81919155,7320616.00656272,278516.096692167
queen of the night,2020 - Quarter 3,Bio,-24.21123805,30.81936503,7320657.23700204,278533.081532072
queen of the night,2020 - Quarter 3,Bio,-24.17258,30.86385,7325009.17101712,282986.968281811
queen of the night,2020 - Quarter 3,Untreated,-24.15627,30.94793,7326943.66344387,291504.713399381
queen of the night,2020 - Quarter 3,Untreated,-24.1759,30.95142,7324774.56834199,291891.246606226
queen of the night,2020 - Quarter 3,Bio,-24.17895,30.92207,7324392.73081583,288913.824658767
queen of the night,2020 - Quarter 3,Chemical,-24.21219231,30.81963829,7320551.966572269,278562.493453084
queen of the night,2020 - Quarter 3,Chemical,-24.21302458,30.8230509,7320465.18491022,278910.62690296
queen of the night,2020 - Quarter 3,Chemical,-24.21290198,30.82306441,7320478.78676087,278911.787686003
queen of the night,2020 - Quarter 3,Untreated,-24.1798,30.85452,7324194.90950941,282051.10138966
queen of the night,2020 - Quarter 3,Untreated,-24.21077921,30.8215016,7320711.45085524,278749.350195055
queen of the night,2020 - Quarter 3,Untreated,-24.1758,30.95385,7324789.25983666,292138.01081736
queen of the night,2020 - Quarter 3,Bio,-24.17926,30.86963,7324278.20228656,283585.616571679
queen of the night,2020 - Quarter 2,Bio,-24.21172,30.83387,7320626.78643103,280007.515887925
queen of the night,2020 - Quarter 2,Bio,-24.21172159,30.83386689,7320626.60540584,280007.202667359
queen of the night,2020 - Quarter 3,Untreated,-24.218,30.88595,7320012.252442731,285308.924446765
queen of the night,2020 - Quarter 3,Untreated,-24.20453,30.81502,7321393.39257795,278080.029154544
queen of the night,2020 - Quarter 3,Untreated,-24.21293193,30.82303962,7320475.42992308,278909.320942153
queen of the night,2020 - Quarter 3,Bio,-24.21619362,30.8239503,7320115.57334801,279007.46956166
queen of the night,2020 - Quarter 3,Chemical,-24.19082,30.83086,7322937.13023178,279665.774929217
queen of the night,2020 - Quarter 2,Chemical,-24.19734,30.88127,7322293.50255539,284798.789394219
queen of the night,2020 - Quarter 2,Both,-24.21193,30.81893,7320579.8990564505,278490.082470628
queen of the night,2020 - Quarter 2,Both,-24.21182,30.83439,7320616.52882484,280060.515761345
queen of the night,2020 - Quarter 2,Dead,-24.21181772,30.83438792,7320616.77810296,280060.300532438
queen of the night,2020 - Quarter 3,Bio,-24.21231,30.89189,7320651.6417169,285902.823794722
queen of the night,2020 - Quarter 2,Bio,-24.21565,30.83446,7320192.39052786,280074.206951729
queen of the night,2020 - Quarter 2,Bio,-24.215649290000002,30.8344623,7320192.47279854,280074.439387372
queen of the night,2020 - Quarter 3,Bio,-24.2148885,30.821069520000002,7320255.577841969,278712.556562122
queen of the night,2020 - Quarter 2,Untreated,-24.212,30.8187,7320571.78012606,278466.837206186
queen of the night,2020 - Quarter 3,Dead,-24.21159,30.81772,7320615.64049833,278366.566339507
queen of the night,2020 - Quarter 3,Chemical,-24.20811,30.89226,7321117.4306732,285933.390429191
queen of the night,2020 - Quarter 3,Chemical,-24.20558,30.8761,7321372.80166936,284287.383966814
queen of the night,2020 - Quarter 3,Chemical,-24.17011,30.85579,7325270.23451498,282163.697126986
queen of the night,2020 - Quarter 3,Chemical,-24.16944,30.85724,7325346.70744282,282309.915736803
queen of the night,2020 - Quarter 3,Chemical,-24.18317,30.85438,7323821.40137226,282042.603933129
queen of the night,2020 - Quarter 2,Chemical,-24.21803,30.83981,7319937.1782255,280621.788336239
queen of the night,2020 - Quarter 2,Chemical,-24.21802578,30.83981185,7319937.64858146,280621.969039589
queen of the night,2020 - Quarter 3,Chemical,-24.16944,30.85724,7325346.70744282,282309.915736803
queen of the night,2020 - Quarter 2,Dead,-24.2119993,30.81869713,7320571.85311083,278466.544423184
queen of the night,2020 - Quarter 3,Dead,-24.21134928,30.83046865,7320662.486636239,279661.326029088
queen of the night,2020 - Quarter 3,Chemical,-24.21223498,30.81958108,7320547.14923761,278556.75513669
queen of the night,2020 - Quarter 3,Chemical,-24.2128615,30.81886427,7320476.61192775,278485.016490748
queen of the night,2020 - Quarter 3,Chemical,-24.21284177,30.81894187,7320478.92057409,278492.865912243
queen of the night,2020 - Quarter 3,Chemical,-24.21288568,30.81904587,7320474.22166547,278503.507477899
queen of the night,2020 - Quarter 3,Chemical,-24.21170154,30.81902808,7320605.361338659,278499.651456774
queen of the night,2020 - Quarter 3,Chemical,-24.21154427,30.81896273,7320622.67853595,278492.740247309
queen of the night,2020 - Quarter 3,Chemical,-24.21094428,30.81989749,7320690.622691769,278586.667983451
queen of the night,2020 - Quarter 3,Chemical,-24.21069186,30.82097465,7320720.29140028,278695.664360514
queen of the night,2020 - Quarter 3,Untreated,-24.21121111,30.81909825,7320659.797898199,278505.931805172
queen of the night,2020 - Quarter 3,Untreated,-24.21766225,30.81815906,7319943.71028498,278421.682720282
queen of the night,2020 - Quarter 3,Bio,-24.16135,30.94448,7326375.83706546,291162.349669343
queen of the night,2020 - Quarter 2,Removed,-24.21619,30.82716,7320121.05271443,279333.53450768
queen of the night,2020 - Quarter 2,Removed,-24.21618874,30.82715822,7320121.18947072,279333.351506715
queen of the night,2020 - Quarter 2,Chemical,-24.2157,30.83413,7320186.33201894,280040.768385239
queen of the night,2020 - Quarter 2,Chemical,-24.21570393,30.83412768,7320185.89303707,280040.539451111
queen of the night,2020 - Quarter 3,Bio,-24.17663,30.85977,7324554.22107446,282579.214924789
queen of the night,2020 - Quarter 3,Bio,-24.17698,30.85821,7324513.024964381,282421.282736682
queen of the night,2020 - Quarter 2,Bio,-24.21172,30.83398,7320626.959777479,280018.69106111
queen of the night,2020 - Quarter 2,Bio,-24.21171872,30.8339829,7320627.106132821,280018.983480024
queen of the night,2020 - Quarter 2,Bio,-24.21766,30.83315,7319967.67813281,279944.580435384
queen of the night,2020 - Quarter 2,Bio,-24.21765888,30.83315061,7319967.80315699,279944.640478383
queen of the night,2020 - Quarter 3,Removed,-24.21279,30.89238,7320599.22493188,285953.405101417
queen of the night,2020 - Quarter 2,Removed,-24.21181,30.81875,7320592.90589088,278471.588094997
queen of the night,2020 - Quarter 2,Removed,-24.21873,30.83972,7319859.4979855,280613.845338427
queen of the night,2020 - Quarter 2,Removed,-24.21872841,30.83971633,7319859.668340059,280613.469789996
queen of the night,2020 - Quarter 2,Removed,-24.21181249,30.81874696,7320592.6252477495,278471.283560447
queen of the night,2020 - Quarter 3,Removed,-24.16989,30.85387,7325291.610997849,281968.203991531
queen of the night,2020 - Quarter 2,Chemical,-24.2186,30.84959,7319889.37805002,281616.281612417
queen of the night,2020 - Quarter 2,Chemical,-24.21794,30.83985,7319947.21036966,280625.697569534
queen of the night,2020 - Quarter 2,Chemical,-24.21871,30.83976,7319861.77625806,280617.874523212
queen of the night,2020 - Quarter 2,Chemical,-24.21794229,30.8398544,7319946.96362333,280626.148478455
queen of the night,2020 - Quarter 2,Chemical,-24.21860449,30.84959346,7319888.88611053,281616.64076208
queen of the night,2020 - Quarter 2,Chemical,-24.21871307,30.83976235,7319861.43988929,280618.118514045
queen of the night,2020 - Quarter 3,Bio,-24.21091349,30.82128458,7320696.23262673,278727.534375445
queen of the night,2020 - Quarter 3,Bio,-24.21101764,30.82036022,7320683.23040759,278633.805282381
queen of the night,2020 - Quarter 3,Removed,-24.21078038,30.82085934,7320710.30319427,278684.10258107
queen of the night,2020 - Quarter 3,Chemical,-24.21282339,30.81900435,7320481.05568312,278499.181596412
queen of the night,2020 - Quarter 3,Chemical,-24.21180583,30.81920195,7320594.0849486,278517.495875393
queen of the night,2020 - Quarter 3,Chemical,-24.21130232,30.81958129,7320650.46085011,278555.16330749
queen of the night,2020 - Quarter 3,Chemical,-24.21137252,30.81958784,7320642.69514686,278555.950162799
queen of the night,2020 - Quarter 4,Removed,-24.17835,30.92023,7324456.41019596,288725.865137237
queen of the night,2020 - Quarter 2,Chemical,-24.21501,30.82261,7320244.56064803,278869.264592113
queen of the night,2020 - Quarter 3,Chemical,-24.21500683,30.82261174,7320244.91454705,278869.435883362
queen of the night,2020 - Quarter 3,Chemical,-24.21292586,30.81907115,7320469.81101598,278506.145245552
queen of the night,2020 - Quarter 3,Untreated,-24.21778533,30.81839072,7319930.44440506,278445.429753366
queen of the night,2020 - Quarter 2,Chemical,-24.21567,30.83436,7320190.01755847,280064.082380955
queen of the night,2020 - Quarter 2,Chemical,-24.21567038,30.83436258,7320189.97953135,280064.34513431
queen of the night,2020 - Quarter 3,Dead,-24.1759,30.86065,7324636.45022694,282667.402707997
queen of the night,2020 - Quarter 4,Untreated,-24.19944,30.85881,7322026.101279571,282520.366547308
queen of the night,2020 - Quarter 2,Dead,-24.19223,30.8826,7322861.57193566,284925.342916054
queen of the night,2020 - Quarter 3,Dead,-24.20812,30.8923,7321116.38432999,285937.470856208
queen of the night,2020 - Quarter 3,Dead,-24.17897,30.85829,7324292.72064223,282432.788565685
queen of the night,2020 - Quarter 2,Untreated,-24.16132,30.94457,7326379.2943483,291171.44734345
queen of the night,2020 - Quarter 3,Bio,-24.22164,30.90544,7319638.904427881,287294.860934806
queen of the night,2020 - Quarter 1,Untreated,-24.20808,30.89227,7321120.76901531,285934.356208012
queen of the night,2020 - Quarter 1,Untreated,-24.21979,30.88781,7319816.83876891,285500.872647639
queen of the night,2020 - Quarter 1,Untreated,-24.2125,30.88565,7320621.01171258,285269.223420681
queen of the night,2020 - Quarter 3,Bio,-24.18,30.85491,7324173.36389907,282091.071873723
queen of the night,2020 - Quarter 2,Chemical,-24.19742,30.92439,7322350.39823934,289179.950604785
queen of the night,2020 - Quarter 2,Chemical,-24.19742,30.92439,7322350.39823934,289179.950604785
queen of the night,2020 - Quarter 2,Chemical,-24.19742,30.92439,7322350.39823934,289179.950604785
queen of the night,2020 - Quarter 3,Untreated,-24.21092056,30.82401411,7320699.77320985,279004.849441941
queen of the night,2020 - Quarter 3,Bio,-24.18274,30.86758,7323889.55463829,283383.18162629
prickly pear,2020 - Quarter 3,Both,-24.20864,30.88595,7321049.03508143,285293.227790078
prickly pear,2020 - Quarter 3,Both,-24.20864,30.88595,7321049.03508143,285293.227790078
queen of the night,2020 - Quarter 3,Dead,-24.20847,30.8916,7321076.54247553,285866.941171909
prickly pear,2020 - Quarter 2,Both,-24.19734,30.88127,7322293.50255539,284798.789394219
prickly pear,2020 - Quarter 2,Dead,-24.19734,30.88127,7322293.50255539,284798.789394219
queen of the night,2020 - Quarter 3,Dead,-24.20245,30.88769,7321737.35870748,285459.630008191
prickly pear,2020 - Quarter 3,Both,-24.20427,30.88514,7321531.84244096,285203.608432118
prickly pear,2020 - Quarter 3,Dead,-24.20427,30.88514,7321531.84244096,285203.608432118
prickly pear,2020 - Quarter 3,Chemical,-24.20432,30.88521,7321526.41174773,285210.804011133
prickly pear,2020 - Quarter 3,Dead,-24.20432,30.88521,7321526.41174773,285210.804011133
queen of the night,2020 - Quarter 3,Dead,-24.2043,30.88919,7321534.74312992,285615.122639427
queen of the night,2020 - Quarter 3,Dead,-24.21245,30.8926,7320637.22304222,285975.18632604
queen of the night,2020 - Quarter 3,Dead,-24.21261,30.8921,7320618.733646841,285924.659193853
boxing glove cactus,2021 - Quarter 1,Bio,-24.2281289139057,30.9150313676579,7318934.73827903,288279.900704423
boxing glove cactus,2021 - Quarter 1,Bio,-24.2284462117691,30.914726813312,7318899.13019432,288249.490483995
boxing glove cactus,2021 - Quarter 1,Bio,-24.2280431263566,30.9144416771582,7318943.345639,288219.860363579
boxing glove cactus,2021 - Quarter 1,Bio,-24.2280480745539,30.9145890195025,7318943.02119778,288234.83499476
boxing glove cactus,2021 - Quarter 1,Bio,-24.2280253655049,30.9146626910424,7318945.64841345,288242.280665704
boxing glove cactus,2021 - Quarter 1,Bio,-24.2279150073557,30.9145950537552,7318957.76970541,288235.227680465
boxing glove cactus,2021 - Quarter 1,Bio,-24.2280235148394,30.9147390603514,7318945.96931566,288250.034889572
boxing glove cactus,2021 - Quarter 1,Bio,-24.2279073548672,30.9149235026864,7318959.11583658,288268.577563904
boxing glove cactus,2021 - Quarter 1,Bio,-24.2279694709954,30.915067989666,7318952.45473632,288283.35677053
boxing glove cactus,2021 - Quarter 1,Bio,-24.2278734533372,30.9150256530698,7318963.0259995,288278.897495716
boxing glove cactus,2021 - Quarter 1,Bio,-24.2280348428646,30.9155654829603,7318945.96860104,288333.998296066
boxing glove cactus,2021 - Quarter 1,Bio,-24.2282213186571,30.9153428756177,7318924.97564688,288311.695288324
boxing glove cactus,2021 - Quarter 1,Bio,-24.2276830839485,30.9149641781911,7318984.01919932,288272.338082476
boxing glove cactus,2021 - Quarter 1,Bio,-24.2282282034898,30.9149811206702,7318923.66409775,288274.961134854
boxing glove cactus,2021 - Quarter 1,Bio,-24.2282225356392,30.9149567533444,7318924.2549245,288272.476624517
boxing glove cactus,2021 - Quarter 1,Bio,-24.2284853211549,30.9146974234219,7318894.75358859,288246.56991803
boxing glove cactus,2021 - Quarter 1,Bio,-24.228482269079,30.9135530858791,7318893.3543096,288130.328055015
boxing glove cactus,2021 - Quarter 1,Bio,-24.2279040998128,30.9141282673611,7318958.26930544,288187.795292876
boxing glove cactus,2021 - Quarter 1,Bio,-24.2279973487922,30.9145586652852,7318948.59382444,288231.667774464
boxing glove cactus,2021 - Quarter 1,Bio,-24.2280572412752,30.9145134044926,7318941.89106029,288227.169500622
boxing glove cactus,2021 - Quarter 1,Bio,-24.2280008522519,30.9152106916426,7318949.19529731,288297.903792303
boxing glove cactus,2021 - Quarter 1,Bio,-24.2280563957336,30.9152799799898,7318943.14809457,288305.033727301
boxing glove cactus,2021 - Quarter 1,Bio,-24.2281267534609,30.9153573328802,7318935.4722077,288313.007330497
boxing glove cactus,2021 - Quarter 1,Bio,-24.2280712624396,30.9150388975286,7318941.13553883,288280.570154367
boxing glove cactus,2021 - Quarter 1,Bio,-24.2280761033574,30.9150827674707,7318940.66590189,288285.034294828
boxing glove cactus,2021 - Quarter 1,Untreated,-24.2013775839445,30.8531511452282,7321802.65412672,281948.717949496
boxing glove cactus,2021 - Quarter 1,Bio,-24.2282073285658,30.9142524275113,7318924.87029412,288200.908975827
