Title,Date Creat,Latitude,Longitude,Northing,Easting,Descriptio,Biocontrol,Chemical c,Density,Detection,Detectio_1,Notes,Number of,Quarter,Species,Status,timestamp,X,Y,NewQuarter,NewControl
Pp Large Monster 12c. Dying From Spray And Infected With Bugs,NA,-24.19549,30.93335,7322577.668399019,290087.121945679,NA,cochineal bug,msma,High,Car,Primary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.93335,-24.19549,NA,Both
Pp Large Mostly Dead From Spray Still Has Bugs,NA,-24.2074,30.83296,7321103.87795376,279907.641247498,NA,cochineal bug,msma,High,Car,Primary,update - plant dying,-,2020 - Quarter 2,prickly pear,Treated,NA,30.83296,-24.2074,NA,Dead
Pp Large Mostly Dead From Spray Still Has Bugs,NA,-24.20740095,30.83296162,7321103.77527611,279907.807465728,NA,cochineal bug,msma,High,Car,Primary,update - plant dying,NA,2020 - Quarter 2,prickly pear,NA,2020-06-16T12:26:48Z,30.83296162,-24.20740095,2020 - Quarter 2,Dead
Pp Large Motherload 9c Dense Bugs,NA,-24.20435,30.87562,7321508.304411851,284236.546000542,NA,cochineal bug,-,High,Car,Primary,NA,NA,2020 - Quarter 2,prickly pear,NA,NA,30.87562,-24.20435,NA,Bio
Pp Large Motherload 9c Dense Bugs,NA,-24.20435,30.87562,7321508.304411851,284236.546000542,NA,cochineal bug,NA,High,Car,Primary,NA,NA,2020 - Quarter 2,prickly pear,NA,2020-06-27T09:41:38Z,30.87562,-24.20435,2020 - Quarter 2,Bio
Pp Large Motherload Very Dense. Highest Is 8c. Fruiting,NA,-24.19617,30.89241,7322440.21776336,285928.676030576,NA,cochineal bug,-,High,Car,Primary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.89241,-24.19617,NA,Bio
Pp Large Motherload Very Dense. Highest Is 8c. Fruiting bugs,NA,-24.19617,30.89241,7322440.21776336,285928.676030576,NA,cochineal bug,NA,High,Car,Primary,NA,NA,2020 - Quarter 3,prickly pear,NA,2020-07-09T11:28:33Z,30.89241,-24.19617,2020 - Quarter 3,Bio
Pp Large pair 1/2  Already Infected With Bugs 8c Car,NA,-24.20478,30.83478,7321396.96249436,280088.046813796,NA,cochineal bug,-,High,Car,Primary,already infected,NA,2020 - Quarter 3,prickly pear,NA,NA,30.83478,-24.20478,NA,Bio
PP large pair 2/2. See if bugs spread 8c car,NA,-24.20478,30.83478,7321396.96249436,280088.046813796,NA,-,-,High,Car,Primary,bugs should spread,NA,2020 - Quarter 3,prickly pear,NA,NA,30.83478,-24.20478,NA,Untreated
Pp Large Sense Motherload 12c  Car Bugs March visit,NA,-24.17476,30.85721,7324757.37370086,282315.895592487,NA,cochineal bug,-,High,Car,Primary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.85721,-24.17476,NA,Bio
Pp Large Sense Motherload 12c  Car Bugs Needs Revisit,NA,-24.17476,30.85721,7324757.37370086,282315.895592487,NA,cochineal bug,NA,High,Car,Primary,NA,NA,2020 - Quarter 3,prickly pear,NA,2020-09-10T11:33:05Z,30.85721,-24.17476,2020 - Quarter 3,Bio
Pp Large Spray Walk 9c,NA,-24.20979,30.89058,7320928.765162261,285765.525195748,NA,-,msma,High,Foot,Secondary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.89058,-24.20979,NA,Chemical
Pp Large Spray Walk 9c,NA,-24.20979,30.89058,7320928.765162261,285765.525195748,NA,-,msma,High,Foot,Secondary,NA,NA,2020 - Quarter 3,prickly pear,NA,2020-07-30T15:35:58Z,30.89058,-24.20979,2020 - Quarter 3,Chemical
Pp Large Untreated,NA,-24.21756989,30.81855733,7319954.573326249,278461.9824953,NA,-,-,High,Car,Primary,untreated,NA,2020 - Quarter 3,prickly pear,NA,2020-08-29T13:49:25Z,30.81855733,-24.21756989,2020 - Quarter 3,Untreated
Pp Large Untreated,NA,-24.21774574,30.81850557,7319935.01213636,278457.028650081,NA,-,-,High,Car,Primary,untreated,NA,2020 - Quarter 3,prickly pear,NA,2020-08-29T13:50:15Z,30.81850557,-24.21774574,2020 - Quarter 3,Untreated
Pp Large Untreated,NA,-24.2176704,30.81812314,7319942.75047438,278418.047771684,NA,-,-,High,Car,Primary,untreated,NA,2020 - Quarter 3,prickly pear,NA,2020-08-29T13:51:27Z,30.81812314,-24.2176704,2020 - Quarter 3,Untreated
Pp Large Untreated Needs Bugs Walk Poo,NA,-24.15867,30.94431,7326672.43065883,291140.711985813,NA,-,-,High,walk - poo,Tertiary,untreated,NA,2020 - Quarter 3,prickly pear,NA,NA,30.94431,-24.15867,NA,Untreated
Pp Large Untreated Needs Bugs Walk Poo,NA,-24.15867,30.94431,7326672.43065883,291140.711985813,NA,-,-,High,walk - poo,Tertiary,NA,NA,2020 - Quarter 3,prickly pear,untreated,2020-09-11T11:00:37Z,30.94431,-24.15867,2020 - Quarter 3,Untreated
Pp Large Untreated Walk. See If Bugs Spread,NA,-24.21390154,30.82367348,7320369.029652181,278975.390071491,NA,-,-,High,Car,Primary,see if bugs spread from nearby infected plant,NA,2020 - Quarter 3,prickly pear,NA,2020-08-01T08:33:32Z,30.82367348,-24.21390154,2020 - Quarter 3,Untreated
Pp Large Very Dense Car Bugs Fruiting 12c. Update 10 August. Hugs Havent Taken,NA,-24.20965,30.92989,7321004.03007419,289758.824205387,NA,cochineal bug,-,High,Car,Primary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.92989,-24.20965,NA,Bio
Pp Large Very Dense Car Bugs Fruiting 12c. Update 10 August. Hugs Havenтt Taken,NA,-24.20965,30.92989,7321004.03007419,289758.824205387,NA,cochineal bug,-,High,Car,Primary,NA,NA,2020 - Quarter 3,prickly pear,bugs have taken,2020-07-15T09:47:02Z,30.92989,-24.20965,2020 - Quarter 3,Bio
Pp Large Very Dense. Evidence Of Moth. Car Bugs Fruiting 10c,NA,-24.19579,30.87716,7322458.85396178,284378.597118762,NA,cochineal bug,-,High,Car,Primary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.87716,-24.19579,NA,Bio
Pp Large Very Dense. Evidence Of Moth. Car Bugs Fruiting 10c,NA,-24.19579,30.87716,7322458.85396178,284378.597118762,NA,cochineal bug,NA,High,Car,Primary,evidence of moth,NA,2020 - Quarter 3,prickly pear,NA,2020-07-30T10:15:12Z,30.87716,-24.19579,2020 - Quarter 3,Bio
Pp Large Walk  7c. Bugs. Walk For Marula Revisit Once A Month. See If Bugs Spread To Second One,NA,-24.18683,30.85289,7323413.663668719,281897.425740269,NA,cochineal bug,NA,High,walk - marula,Tertiary,NA,NA,2020 - Quarter 3,prickly pear,NA,2020-07-22T14:17:32Z,30.85289,-24.18683,2020 - Quarter 3,Bio
Pp Large Walk  Bugs 9c,NA,-24.18094,30.87258,7324096.67701221,283888.217109887,NA,cochineal bug,-,High,Foot,Secondary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.87258,-24.18094,NA,Bio
Pp Large Walk  Bugs 9c. Update 9 Dec 2020. Bugs Have Taken,NA,-24.18094,30.87258,7324096.67701221,283888.217109887,NA,cochineal bug,-,High,Foot,Secondary,NA,NA,2020 - Quarter 3,prickly pear,bugs have taken,2020-07-30T14:02:44Z,30.87258,-24.18094,2020 - Quarter 3,Bio
Pp large Walk 6c bugs,NA,-24.1794,30.86964,7324262.71028714,283586.869019126,NA,cochineal bug,-,High,Foot,Secondary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.86964,-24.1794,NA,Bio
Pp Large Walk 6c Nursery,NA,-24.21799301,30.8275179,7319921.89865548,279373.001115709,NA,-,-,High,Foot,Secondary,nursery,NA,2020 - Quarter 3,prickly pear,NA,2020-08-07T11:50:30Z,30.8275179,-24.21799301,2020 - Quarter 3,Removed
Pp Large Walk 6c. Untreated. See If Bugs Spread,NA,-24.19618,30.89208,7322438.60432679,285895.163994987,NA,-,-,High,Foot,Secondary,bugs should spread,NA,2020 - Quarter 3,prickly pear,NA,NA,30.89208,-24.19618,NA,Untreated
Pp Large Walk 6c. Untreated. See If Bugs Spread,NA,-24.19618,30.89208,7322438.60432679,285895.163994987,NA,-,-,High,Foot,Secondary,NA,NA,2020 - Quarter 3,prickly pear,See if bugs spread from infected plant nearby,2020-07-09T11:32:57Z,30.89208,-24.19618,2020 - Quarter 3,Untreated
Pp Large Walk 7c Bugs,NA,-24.21055,30.83295,7320754.93706956,279912.039587287,NA,cochineal bug,-,High,Foot,Secondary,needs chemical control,7 cladodes,2020 - Quarter 2,prickly pear,Treated,NA,30.83295,-24.21055,NA,Bio
Pp Large Walk 7c Bugs,NA,-24.21055243,30.83294892,7320754.66619605,279911.934043357,NA,cochineal bug,-,High,Foot,Secondary,NA,NA,2020 - Quarter 2,prickly pear,NA,2020-06-29T10:14:58Z,30.83294892,-24.21055243,2020 - Quarter 2,Bio
Pp Large Walk 8c Untreated. Bugs Will Spread,NA,-24.21846,30.8985,7319980.54740649,286584.5821238,NA,cochineal bug,-,High,Foot,Secondary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.8985,-24.21846,NA,Bio
Pp Large Walk 8c Untreated. Bugs Will Spread,NA,-24.21846,30.8985,7319980.54740649,286584.5821238,NA,-,-,High,Foot,Secondary,NA,NA,2020 - Quarter 3,prickly pear,See if bugs spread from infected plant nearby,2020-07-09T15:02:44Z,30.8985,-24.21846,2020 - Quarter 3,Untreated
Pp Large Walk Both,NA,-24.20124,30.92793,7321932.61336791,289545.889153898,NA,cochineal bug,msma,High,Foot,Secondary,NA,NA,2020 - Quarter 2,prickly pear,NA,NA,30.92793,-24.20124,NA,Both
Pp Large Walk Both,NA,-24.22209,30.88461,7319557.15135054,285179.665307119,NA,cochineal bug,msma,High,Foot,Secondary,NA,NA,2020 - Quarter 2,prickly pear,NA,NA,30.88461,-24.22209,NA,Both
Pp Large Walk Both,NA,-24.20124,30.92793,7321932.61336791,289545.889153898,NA,cochineal bug,msma,High,Foot,Secondary,NA,NA,2020 - Quarter 2,prickly pear,NA,2020-05-19T10:48:32Z,30.92793,-24.20124,2020 - Quarter 2,Both
Pp Large Walk Both,NA,-24.21325,30.85295,7320487.24575115,281948.498232467,NA,cochineal bug,msma,High,Foot,Secondary,NA,NA,2020 - Quarter 2,prickly pear,NA,2020-05-26T11:44:19Z,30.85295,-24.21325,2020 - Quarter 2,Both
Pp Large Walk Both 5c,NA,-24.20107,30.91659,7321934.30876801,288393.499113878,NA,cochineal bug,msma,High,Foot,Secondary,NA,NA,2020 - Quarter 2,prickly pear,NA,NA,30.91659,-24.20107,NA,Both
Pp Large Walk Both 5c,NA,-24.20107,30.91659,7321934.30876801,288393.499113878,NA,cochineal bug,msma,High,Foot,Secondary,NA,NA,2020 - Quarter 2,prickly pear,NA,2020-06-27T14:31:47Z,30.91659,-24.20107,2020 - Quarter 2,Both
Pp Large Walk Both 7c Evidence Of Moth,NA,-24.20121,30.91616,7321918.14998533,288350.043573923,NA,cochineal bug,msma,High,Foot,Secondary,NA,NA,2020 - Quarter 2,prickly pear,NA,NA,30.91616,-24.20121,NA,Both
Pp Large Walk Both 7c Evidence Of Moth,NA,-24.20121,30.91616,7321918.14998533,288350.043573923,NA,cochineal bug,msma,High,Foot,Secondary,evidence of moth,NA,2020 - Quarter 2,prickly pear,NA,2020-06-27T14:30:06Z,30.91616,-24.20121,2020 - Quarter 2,Both
Pp Large Walk Both 8c Evidence Of Moth,NA,-24.20065,30.91581,7321979.64838621,288313.559163097,NA,cochineal bug,msma,High,Foot,Secondary,NA,NA,2020 - Quarter 2,prickly pear,NA,NA,30.91581,-24.20065,NA,Both
Pp Large Walk Both 8c Evidence Of Moth,NA,-24.20065,30.91581,7321979.64838621,288313.559163097,NA,cochineal bug,msma,High,Foot,Secondary,evidence of moth,NA,2020 - Quarter 2,prickly pear,NA,2020-06-27T14:42:04Z,30.91581,-24.20065,2020 - Quarter 2,Both
"Pp Large Walk Both, follow up 17/03/21, dead",NA,-24.21325,30.85295,7320487.24575115,281948.498232467,NA,cochineal bug,msma,High,Foot,Secondary,NA,NA,2020 - Quarter 2,prickly pear,NA,NA,30.85295,-24.21325,NA,Both
Pp Large Walk Both. Update 4th August - Bugs Spread Slightly. Spray Killed Most Of Plant. Needs Respray,NA,-24.22209,30.88461,7319557.15135054,285179.665307119,NA,cochineal bug,msma,High,Foot,Secondary,NA,NA,2020 - Quarter 2,prickly pear,bugs have taken,2020-06-04T10:07:56Z,30.88461,-24.22209,2020 - Quarter 2,Both
Pp Large Walk Bugs,NA,-24.21176,30.83391,7320622.41867244,280011.648317217,NA,cochineal bug,-,High,Foot,Secondary,needs chemical control,7 cladodes,2020 - Quarter 2,prickly pear,Treated,NA,30.83391,-24.21176,NA,Bio
Pp Large Walk Bugs 13c,NA,-24.21401762,30.82359342,7320356.04465032,278967.457102336,NA,cochineal bug,NA,High,Foot,Secondary,NA,NA,2020 - Quarter 3,prickly pear,NA,2020-08-01T08:31:15Z,30.82359342,-24.21401762,2020 - Quarter 3,Bio
Pp Large Walk Bugs 6c,NA,-24.20432,30.8756,7321511.59654178,284234.463531859,NA,cochineal bug,-,High,Walk - marula,Tertiary,NA,NA,2020 - Quarter 2,prickly pear,NA,NA,30.8756,-24.20432,NA,Bio
Pp Large Walk Bugs 6c,NA,-24.22071,30.88566,7319711.62648612,285284.011083727,NA,cochineal bug,-,High,Foot,Secondary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.88566,-24.22071,NA,Bio
Pp Large Walk Bugs 6c,NA,-24.22071,30.88566,7319711.62648612,285284.011083727,NA,cochineal bug,NA,High,Foot,Secondary,NA,NA,2020 - Quarter 3,prickly pear,NA,2020-07-14T13:02:23Z,30.88566,-24.22071,2020 - Quarter 3,Bio
Pp large walk bugs 6c,NA,-24.21382,30.82244,7320376.10815861,278849.938450929,NA,cochineal bug,-,High,Foot,Secondary,needs chemical control,6 cladodes,2020 - Quarter 2,prickly pear,Treated,NA,30.82244,-24.21382,NA,Bio
Pp Large Walk Bugs 6c,NA,-24.21387909,30.82266681,7320369.92206114,278873.082446995,NA,cochineal bug,NA,High,Foot,Secondary,NA,NA,2020 - Quarter 3,prickly pear,NA,2020-08-01T08:16:05Z,30.82266681,-24.21387909,2020 - Quarter 3,Bio
Pp Large Walk Bugs 6c Update 3 November Bugs Havenтt Spread,NA,-24.20432,30.8756,7321511.59654178,284234.463531859,NA,cochineal bug,msma,High,Foot,Secondary,NA,NA,2020 - Quarter 2,prickly pear,bugs didnt take. Added more bugs,2020-06-27T09:42:43Z,30.8756,-24.20432,2020 - Quarter 2,Both
Pp Large Walk Bugs 6c. Update 2 September. Bugs Have Spread,NA,-24.22074,30.88591,7319708.68808844,285309.457169769,NA,cochineal bug,-,High,Foot,Secondary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.88591,-24.22074,NA,Bio
Pp Large Walk Bugs 6c. Update 2 September. Bugs Have Spread,NA,-24.22074,30.88591,7319708.68808844,285309.457169769,NA,cochineal bug,NA,High,Foot,Secondary,NA,NA,2020 - Quarter 3,prickly pear,bugs have taken,2020-07-14T12:59:33Z,30.88591,-24.22074,2020 - Quarter 3,Bio
Pp Large Walk Bugs 7c,NA,-24.22076,30.88578,7319706.27273864,285296.284929866,NA,cochineal bug,-,High,Foot,Secondary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.88578,-24.22076,NA,Bio
Pp Large Walk Bugs 7c,NA,-24.22076,30.88578,7319706.27273864,285296.284929866,NA,cochineal bug,NA,High,Foot,Secondary,NA,NA,2020 - Quarter 3,prickly pear,NA,2020-07-14T12:58:45Z,30.88578,-24.22076,2020 - Quarter 3,Bio
Pp Large Walk Bugs 7c,NA,-24.21598315,30.82312548,7320137.58096358,278923.313092713,NA,cochineal bug,NA,High,Foot,Secondary,NA,NA,2020 - Quarter 3,prickly pear,NA,2020-08-01T09:18:02Z,30.82312548,-24.21598315,2020 - Quarter 3,Bio
Pp Large Walk Bugs 8c,NA,-24.17168,30.94884,7325238.14911176,291622.222242535,NA,cochineal bug,-,High,Foot,Secondary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.94884,-24.17168,NA,Bio
Pp Large Walk Bugs 8c,NA,-24.17936,30.8696,7324267.07906425,283582.736846305,NA,cochineal bug,-,High,Foot,Secondary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.8696,-24.17936,NA,Bio
Pp Large Walk Bugs 8c,NA,-24.18121,30.87295,7324067.34181514,283926.269741662,NA,cochineal bug,-,High,Foot,Secondary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.87295,-24.18121,NA,Bio
Pp Large Walk Bugs 8c,NA,-24.17168,30.94884,7325238.14911176,291622.222242535,NA,cochineal bug,NA,High,Foot,Secondary,NA,NA,2020 - Quarter 3,prickly pear,NA,2020-07-23T13:44:46Z,30.94884,-24.17168,2020 - Quarter 3,Bio
Pp Large Walk Bugs 8c,NA,-24.17936,30.8696,7324267.07906425,283582.736846305,NA,cochineal bug,NA,High,Foot,Secondary,NA,NA,2020 - Quarter 3,prickly pear,NA,2020-07-30T11:49:21Z,30.8696,-24.17936,2020 - Quarter 3,Bio
Pp Large Walk Bugs 8c. Update 9 December 2020 Bugs Have Taken,NA,-24.18121,30.87295,7324067.34181514,283926.269741662,NA,cochineal bug,-,High,Foot,Secondary,NA,NA,2020 - Quarter 3,prickly pear,bugs have taken,2020-07-30T13:59:30Z,30.87295,-24.18121,2020 - Quarter 3,Bio
Pp Large Walk Bugs 9c,NA,-24.20439,30.8759,7321504.30631074,284265.060391718,NA,cochineal bug,-,High,Walk - marula,Tertiary,NA,NA,2020 - Quarter 2,prickly pear,NA,NA,30.8759,-24.20439,NA,Bio
Pp Large Walk Bugs 9c,NA,-24.21699,30.83837,7320050.114452,280473.719023943,NA,cochineal bug,-,High,Foot,Secondary,needs chemical control,9 cladodes,2020 - Quarter 2,prickly pear,Treated,NA,30.83837,-24.21699,NA,Bio
Pp Large Walk Bugs 9c,NA,-24.21698628,30.83837437,7320050.53338888,280474.156583937,NA,cochineal bug,NA,High,Foot,Secondary,NA,NA,2020 - Quarter 2,prickly pear,NA,2020-06-12T12:30:50Z,30.83837437,-24.21698628,2020 - Quarter 2,Bio
Pp Large Walk Bugs 9c Update 23 August Bugs Have Spread,NA,-24.20439,30.8759,7321504.30631074,284265.060391718,NA,cochineal bug,-,High,Walk - marula,Tertiary,NA,NA,2020 - Quarter 2,prickly pear,NA,NA,30.8759,-24.20439,NA,Bio
Pp Large Walk Bugs 9c Update 23 August Bugs Have Spread,NA,-24.20439,30.8759,7321504.30631074,284265.060391718,NA,cochineal bug,-,High,Foot,Secondary,NA,NA,2020 - Quarter 2,prickly pear,bugs have taken,2020-06-27T09:38:05Z,30.8759,-24.20439,2020 - Quarter 2,Bio
Pp Large Walk Bugs 9c. Smaller 2 Around It,NA,-24.21431277,30.82281726,7320322.121469961,278889.115915125,NA,cochineal bug,NA,High,Foot,Secondary,NA,NA,2020 - Quarter 3,prickly pear,NA,2020-08-01T08:18:43Z,30.82281726,-24.21431277,2020 - Quarter 3,Bio
Pp Large Walk Bugs Fruiting 10c,NA,-24.19692,30.87446,7322329.51606921,284106.172322712,NA,cochineal bug,-,High,Foot,Secondary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.87446,-24.19692,NA,Bio
Pp Large Walk Bugs Fruiting 10c,NA,-24.19692,30.87446,7322329.51606921,284106.172322712,NA,cochineal bug,NA,High,Foot,Secondary,NA,NA,2020 - Quarter 3,prickly pear,NA,2020-07-30T09:47:37Z,30.87446,-24.19692,2020 - Quarter 3,Bio
PP large walk bugs fruiting 7c,NA,-24.18319,30.87562,7323852.1473446,284200.914248167,NA,cochineal bug,-,High,Car,Primary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.87562,-24.18319,NA,Bio
Pp Large Walk Bugs. Update 10 December Bugs Have Taken,NA,-24.21175802,30.83391483,7320622.64560832,280012.135606638,NA,cochineal bug,NA,High,Foot,Secondary,NA,NA,2020 - Quarter 2,prickly pear,NA,2020-06-09T12:14:45Z,30.83391483,-24.21175802,2020 - Quarter 2,Bio
Pp Large Walk For Marula 7c. Bugs. Revisit Every Month,NA,-24.18713,30.85191,7323378.90308366,281798.357227806,NA,cochineal bug,-,High,walk - marula,Tertiary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.85191,-24.18713,NA,Bio
Pp Large Walk For Marula 7c. Bugs. Revisit Every Month,NA,-24.18713,30.85191,7323378.90308366,281798.357227806,NA,cochineal bug,NA,High,walk - marula,Tertiary,NA,NA,2020 - Quarter 3,prickly pear,NA,2020-07-22T14:07:17Z,30.85191,-24.18713,2020 - Quarter 3,Bio
Pp Large Walk For Marula Project 8c Bugs. Revisit Once A Month,NA,-24.19106,30.83114,7322910.98704953,279694.638083819,NA,cochineal bug,-,High,Foot,Secondary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.83114,-24.19106,NA,Bio
Pp Large Walk For Marula Project 8c Bugs. Revisit Once A Month. Update 24 September 2020 After Report. Bugs Have Taken,NA,-24.19106,30.83114,7322910.98704953,279694.638083819,NA,cochineal bug,NA,High,walk - marula,Tertiary,NA,NA,2020 - Quarter 3,prickly pear,NA,2020-07-22T11:27:45Z,30.83114,-24.19106,2020 - Quarter 3,Bio
Pp Large Walk For Marula Spray Revisit Monthly 9c,NA,-24.1875,30.85313,7323339.823272,281922.95237687,NA,cochineal bug,-,High,walk - marula,Tertiary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.85313,-24.1875,NA,Bio
Pp Large Walk For Marula Spray Revisit Monthly 9c,NA,-24.1875,30.85313,7323339.823272,281922.95237687,NA,-,msma,High,walk - marula,Tertiary,NA,NA,2020 - Quarter 3,prickly pear,NA,2020-07-22T14:33:27Z,30.85313,-24.1875,2020 - Quarter 3,Chemical
Pp Large Walk For Marula. Revisit Every Month. 6c Bugs,NA,-24.18666,30.8522,7323431.41718366,281827.024508359,NA,cochineal bug,-,High,walk - marula,Tertiary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.8522,-24.18666,NA,Bio
Pp Large Walk For Marula. Revisit Every Month. 6c Bugs,NA,-24.18666,30.8522,7323431.41718366,281827.024508359,NA,cochineal bug,NA,High,walk - marula,Tertiary,NA,NA,2020 - Quarter 3,prickly pear,NA,2020-07-22T14:12:56Z,30.8522,-24.18666,2020 - Quarter 3,Bio
PP large walk marula come treat,NA,-24.18683,30.85289,7323413.663668719,281897.425740269,NA,-,-,High,walk - marula,Tertiary,NA,NA,2020 - Quarter 3,prickly pear,See if bugs spread from infected plant nearby,2020-07-22T14:17:32Z,30.85289,-24.18683,2020 - Quarter 3,Untreated
PP large walk marula revisit once a month untreated,NA,-24.18686,30.85313,7323410.71519251,281921.863516813,NA,cochineal bug,-,High,walk - marula,Tertiary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.85313,-24.18686,NA,Bio
Pp Large Walk Nurser 5c,NA,-24.21005,30.89186,7320901.92928001,285895.997035796,NA,-,-,High,Foot,Secondary,nursery,NA,2020 - Quarter 3,prickly pear,NA,NA,30.89186,-24.21005,NA,Removed
Pp Large Walk Nurser 5c,NA,-24.21005,30.89186,7320901.92928001,285895.997035796,NA,-,-,High,Foot,Secondary,nursery,NA,2020 - Quarter 3,prickly pear,NA,2020-07-30T15:33:29Z,30.89186,-24.21005,2020 - Quarter 3,Removed
Pp Large Walk Nursery 6c,NA,-24.21376,30.8973,7320499.31622211,286454.84063308,NA,-,-,High,Foot,Secondary,untreated,NA,2020 - Quarter 3,prickly pear,NA,NA,30.8973,-24.21376,NA,Untreated
Pp Large Walk Nursery 6c,NA,-24.21376,30.8973,7320499.31622211,286454.84063308,NA,-,-,High,Foot,Secondary,nursery,NA,2020 - Quarter 3,prickly pear,NA,2020-07-09T14:38:22Z,30.8973,-24.21376,2020 - Quarter 3,Removed
Pp Large Walk Nursery 7c,NA,-24.1974,30.87483,7322276.91940117,284144.57391321,NA,-,-,High,Foot,Secondary,nursery,NA,2020 - Quarter 4,prickly pear,NA,2020-12-09T09:36:28Z,30.87483,-24.1974,2020 - Quarter 4,Removed
Pp Large Walk Pels Bugs 7c,NA,-24.17331,30.92092,7325015.70975473,288787.679756651,NA,cochineal bug,NA,High,walk - pels,Tertiary,NA,NA,2020 - Quarter 4,prickly pear,NA,2020-11-05T13:04:32Z,30.92092,-24.17331,2020 - Quarter 4,Bio
Pp Large Walk Poo Bugs 10c,NA,-24.19816,30.92986,7322276.67688484,289736.915700857,NA,cochineal bug,-,High,walk - poo,Tertiary,NA,NA,2020 - Quarter 4,prickly pear,NA,2020-11-27T10:42:11Z,30.92986,-24.19816,2020 - Quarter 4,Bio
Pp Large Walk Poo Bugs 7c,NA,-24.19784,30.93043,7322312.97962778,289794.302140677,NA,cochineal bug,-,High,walk - poo,Tertiary,NA,NA,2020 - Quarter 4,prickly pear,NA,2020-11-27T10:45:49Z,30.93043,-24.19784,2020 - Quarter 4,Bio
Pp Large Walk Poo Bugs 7c,NA,-24.19829,30.92997,7322262.44300181,289748.304932576,NA,cochineal bug,NA,High,walk - pels,Tertiary,NA,NA,2020 - Quarter 4,prickly pear,NA,2020-11-27T10:40:01Z,30.92997,-24.19829,2020 - Quarter 4,Bio
Pp Large Walk Poo Bugs 8c,NA,-24.19748,30.93044,7322352.87010545,289794.72750392,NA,cochineal bug,-,High,walk - poo,Tertiary,NA,NA,2020 - Quarter 4,prickly pear,NA,2020-11-27T10:48:10Z,30.93044,-24.19748,2020 - Quarter 4,Bio
Pp Large Walk Poo Evidence If Moth. Bugs 8c,NA,-24.19747,30.93073,7322354.41413743,289824.174973005,NA,cochineal bug,-,High,walk - poo,Tertiary,evidence of moth,NA,2020 - Quarter 4,prickly pear,NA,2020-11-27T10:47:23Z,30.93073,-24.19747,2020 - Quarter 4,Bio
Pp Large Walk Poo Untreated. See If Bugs Spread,NA,-24.19747,30.93042,7322353.947658711,289792.679106126,NA,-,-,High,walk - poo,Tertiary,NA,NA,2020 - Quarter 4,prickly pear,See if bugs spread from infected plant nearby,2020-11-27T10:48:49Z,30.93042,-24.19747,2020 - Quarter 4,Untreated
Pp Large Walk Spray,NA,-24.18814,30.87916,7323309.31056318,284568.943894401,NA,-,msma,High,Foot,Secondary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.87916,-24.18814,NA,Chemical
Pp Large Walk Spray,NA,-24.18808,30.87908,7323315.8332619,284560.714309475,NA,-,msma,High,Foot,Secondary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.87908,-24.18808,NA,Chemical
Pp Large Walk Spray,NA,-24.18814,30.87916,7323309.31056318,284568.943894401,NA,-,msma,High,Foot,Secondary,NA,NA,2020 - Quarter 3,prickly pear,needs biological control,2020-07-30T14:35:18Z,30.87916,-24.18814,2020 - Quarter 3,Chemical
Pp Large Walk Spray,NA,-24.18808,30.87908,7323315.8332619,284560.714309475,NA,-,msma,High,Foot,Secondary,NA,NA,2020 - Quarter 3,prickly pear,needs biological control,2020-07-30T14:36:37Z,30.87908,-24.18808,2020 - Quarter 3,Chemical
Pp Large Walk Spray 6c,NA,-24.2102,30.89205,7320885.6055884,285915.550163194,NA,-,msma,High,Foot,Secondary,NA,NA,2020 - Quarter 3,prickly pear,NA,NA,30.89205,-24.2102,NA,Chemical
Pp Large Walk Spray 6c,NA,-24.2102,30.89205,7320885.6055884,285915.550163194,NA,-,msma,High,Foot,Secondary,NA,NA,2020 - Quarter 3,prickly pear,needs biological control,2020-07-30T15:25:49Z,30.89205,-24.2102,2020 - Quarter 3,Chemical
